,id,name,category,weighted_score
20987,20988,Savage Burrito (Gainesville),"Mexican, Burritos, Bowls, Salads",4.591009608299283
20991,20992,Tropical Bites,"Caribbean, Family Meals",4.373820405255206
20993,20994,Nando's Peri-Peri (14030 Promenade Commons),"Comfort Food, American, Wings, Family Friendly, Alcohol",4.663740685127362
20995,20996,Tippy's Taco House (Warrenton),"Tacos, Tex Mex, Mexican",4.570719240761526
20998,20999,Potbelly Sandwich Shop (Gainesville | 241),"Deli, Salads, Sandwich, Healthy",4.642201099312261
20999,21000,Chipotle Mexican Grill (251 W Lee Hwy Ste 243),"Mexican, Healthy",4.570719240761526
21000,21001,Safeway Express (189 W Lee Hwy),"Grocery, Convenience, Home &amp; Personal Care, Everyday Essentials",4.570719240761526
21001,21002,CVS (605 FROST AVE.),"Everyday Essentials, Convenience, Pharmacy, Snacks",4.570719240761526
21002,21003,Sheetz - 600 Blackwell Rd (243),"American, Comfort Food, Deli, Desserts, Dinner, Fast Food, pizza, salad, Sandwich, Convenience, Snacks, Everyday Essentials",4.570719240761526
21004,21005,Walgreens (276 W Lee Hwy),"Pharmacy, Convenience, Everyday Essentials",4.570719240761526
21005,21006,7-Eleven (7325 COMFORT INN LN),"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",4.570719240761526
21007,21008,La Villa Wraps ,"Sandwiches, American, Healthy",4.570719240761526
21010,21011,Canopy Central Cafe &amp; Bar,"Burgers, American, Chicken",4.570719240761526
21011,21012,Five Guys VA-4017 3525 Richmond Hwy,"American, Burgers",4.719761836800413
21012,21013,Snack Mart - La Tiendita,"Mexican, Breakfast and Brunch, Salads, Healthy",4.570719240761526
21013,21014,Cookies &amp; Cream Haymarket,"Ice Cream + Frozen Yogurt, Desserts",4.570719240761526
21014,21015,Brooklyn Calzones (14085 Daves Store Ln),"American, Sandwiches, Burgers",4.570719240761526
21017,21018,The Ice Cream Shop,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",4.570719240761526
21021,21022,Beverly Hills Burger Bungalow (14085 Daves Store Ln),"American, Burgers, Sandwiches",4.570719240761526
21022,21023,Wild Burger (229),Burgers,4.570719240761526
21023,21024,Subway (12737 Braemar Village Plz),"Fast Food, Sandwich, American",4.570719240761526
21024,21025,Jersey Mike’s Subs (8136 Stonewall Shops Square),"Sandwich, American, Comfort Food",4.570719240761526
21025,21026,Chipotle Mexican Grill (5025 Wellington Rd),"Healthy, Mexican",4.537910162049548
21028,21029,Wawa 8622 (510 W. Shirley Ave.),"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Snacks",4.570719240761526
21030,21031,Chick-fil-A  (15180 Washington St),"American, Fried Chicken, Family Meals, Southern, Sandwich, Fast Food",4.7566223469310085
21031,21032,Popeye's (10997 Marsh Rd),"American, Chicken, Family Meals, Fried Chicken, Comfort Food",4.570719240761526
21032,21033,Outback Steakhouse (Gainesville),"American, Comfort Food",4.531389971837402
21033,21034,7-Eleven (207 W Shirley Ave),"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",4.570719240761526
21035,21036,Taco Bell (7620 Linton Hall Rd),"Burritos, Fast Food, Mexican",4.5911722116284475
21039,21040,"Papa Johns (6743 East Leaberry Way, Suite D)","Desserts, PIzza, Wings, Sandwiches",4.570719240761526
21040,21041,7-Eleven (18179 Lee Hwy),"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",4.570719240761526
21041,21042,Auntie Anne's (6530 Trading Square),"Bakery, Comfort Food, Desserts, Pretzel, Family Meals",4.570719240761526
21042,21043,El Parian Mexican Restaurant,"Mexican, Latin American, New Mexican",4.570719240761526
21044,21045,Happy Buffet,"Chinese, Asian, Asian Fusion",4.570719240761526
21049,21050,Genji Sushi (Virginia Beach),"Healthy, Sushi, Asian, Japanese",4.570719240761526
21050,21051,757 Poke,"Black-owned, Japanese, Sushi, Asian, Asian Fusion",4.570719240761526
21051,21052,Hangrys,"Mexican, Sandwich, Breakfast and Brunch",4.570719240761526
21052,21053,Lolly's Creamery,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts",4.570719240761526
21053,21054,Bottlecraft Beer Shop &amp; Tasting Room,"Noodles, Pizza, Sandwich",4.570719240761526
21054,21055,The Cape Cafe,"Italian, Sandwich",4.570719240761526
21055,21056,Sloppy Joe Nation ,"Sandwiches, Burgers, American, Comfort Food, Family Meals",4.570719240761526
21056,21057,Lolly's Creamery,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts",4.570719240761526
21057,21058,Wawa 678 (2501 Virigina Beach Blvd),"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Grocery, Snacks",4.5232657393102675
21059,21060,Market Fresh (1720 General Booth Blvd),"American, Sandwich, Fast Food",4.570719240761526
21060,21061,The Ice Cream Shop,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food",4.570719240761526
21061,21062,Kokee Tea (Oceanfront),"Desserts, Bubble Tea",4.570719240761526
21062,21063,Ben &amp; Jerry's Ice Cream (2510 Atlantic Ave),"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts",4.570719240761526
21064,21065,Chipotle Mexican Grill (2701 N Mall Dr Ste 108),"Healthy, Mexican",4.591948831442002
21065,21066,Crumbl Cookies (VA - Virginia Beach),"Desserts, Coffee and Tea",4.71692328455049
21067,21068,West Beach Tavern,"Wings, Sandwich, Deli",4.570719240761526
21072,21073,"Moe's Southwest Grill (737 First Colonial Road, Suite 204)","Mexican, Fast Food",4.640668693357079
21073,21074,21 Burgers,Burgers,4.570719240761526
21074,21075,Which Wich Superior Sandwiches  (1541 Premium Outlets Blvd Suite 170),"Deli, Sandwich",4.570719240761526
21075,21076,Cheezie Mac's,"Comfort Food, Family Meals",4.570719240761526
21079,21080,"HuevoRito (2608 Horse Pasture Road, Ste #104)","Mexican, Burritos, Breakfast and Brunch",4.570719240761526
21080,21081,Firehouse Subs (1577 Laskin Rd),Sandwich,4.590724869737434
21082,21083,Felynn Oriental Restaurant,"South East Asian, Seafood, Chicken",4.570719240761526
21083,21084,Lumpia &amp; Company (228 N Lynnhaven Rd),"Asian, Asian Fusion, Korean",4.570719240761526
21084,21085,GRAMMY KARAOKE KREAN BBQ,"Korean, Asian, BBQ",4.570719240761526
21085,21086,Nawab Fine Indian Cuisine (Virgina Beach)),"Indian, Vegetarian, Asian",4.705996575317784
21086,21087,Saigon 1,"Vietnamese, Noodles, Healthy",4.570719240761526
21087,21088,Pasta e Pani by Salvatore,"Black-owned, Italian, Pasta",4.570719240761526
21088,21089,China King 中國,"Chinese, Asian, Asian Fusion",4.570719240761526
21089,21090,Bangkok Garden-Virginia Beach Blvd,"Thai, Asian, Noodles",4.570719240761526
21090,21091,El Borincano Restaurant,"Thai, Asian, Noodles",4.570719240761526
21091,21092,Fire ninja sushi &amp; hotpot bistro,"Ramen, Japanese, Comfort Food",4.570719240761526
21092,21093, Account Epic Bistro Restaurant &amp; Grill,"Other, Chicken, Seafood",4.570719240761526
21093,21094,17th St Sal's Pizza,"Pizza, Sandwich",4.570719240761526
21099,21100,Sakura Sushi,"Sushi, Asian, Japanese",4.653346918339858
21101,21102,Chuck E. Cheese (2699 Lishelle Place),Pizza,4.570719240761526
21106,21107,Osaka ramen and sushi,"Japanese, Asian, Sushi",4.591225113504314
21107,21108,Tida Thai,"Thai, Asian, Noodles",4.700896040108061
21110,21111,Saffron Indian Bistro (VA Beach),"Indian, Vegetarian, Asian",4.655876525454036
21114,21115,Bangkok Garden,"Thai, Asian, Noodles",4.59216425194628
21115,21116,Pho 79 -- Hilltop,"Vietnamese, Noodles, Healthy",4.715644335092662
21116,21117,Panda Express (1768 Laskin Road),"Asian, Chinese, Family Meals",4.593517210884442
21117,21118,"Carrabba's (739 Lynnhaven PWKY, Suite 100)","Italian, Family Meals",4.664318819967857
21118,21119,Roma New York Pizza,Pizza,4.570719240761526
21119,21120,Brooklyn NY Pizza &amp; Pasta,Pizza,4.570719240761526
21120,21121,Virginia Yama Sushi Bar,"Sushi, Asian, Japanese",4.570719240761526
21127,21128,Mama Lu’s Home Style Cooking,"Burgers, American, Sandwiches",4.570719240761526
21128,21129,Sticky Thighs,"Chicken, Comfort Food, New American",4.570719240761526
21129,21130,Krispy Krunchy Chicken (2001 Indian River Rd),"Comfort Food, Fried Chicken, Traditional American",4.570719240761526
21131,21132,BLOOM BISTRO &amp; LOUNGE,"Soul Food, American, Burgers",4.570719240761526
21132,21133,Dough Boy's California Pizza,"Pizza, Italian",4.570719240761526
21134,21135,Eagles' Nest,"Burgers, American, Sandwiches",4.570719240761526
21135,21136,Abbey Road Pub &amp; Restaurant,"Burgers, American, Sandwiches",4.570719240761526
21136,21137,11th Bella Pizza,"Pizza, American, Italian",4.570719240761526
21137,21138,The Pizza Shop,"Pizza, Italian, American",4.570719240761526
21138,21139,Seaside Raw Bar,"Seafood, American, Comfort Food",4.570719240761526
21139,21140,Cholo's Peruvian Restaurant,"Peruvian, Latin American, Seafood",4.570719240761526
21140,21141,Subway (200 21st St),"Fast Food, Sandwich, American",4.570719240761526
21141,21142,Venue 112,"Burgers, American, Sandwiches",4.570719240761526
21142,21143,Sal's Famous NY Pizza (2397 Liberty Way),"Pizza, American, Italian",4.570719240761526
21143,21144,Casual Eats,"Pizza, Burgers, Sandwich",4.570719240761526
21144,21145,Terrapin Restaurant,"Burgers, American, Sandwiches",4.570719240761526
21145,21146,Pembroke Bakery &amp; Deli,"American, Sandwich, Hot Dog, Chicken",4.570719240761526
21147,21148,El Taco Loco -- Laskin Rd,"Mexican, Latin American, New Mexican",4.570719240761526
21148,21149,Maggie McFly's,"Burgers, American, Sandwiches",4.570719240761526
21149,21150,Zero's Subs,"American, Sandwich, Pizza",4.570719240761526
21150,21151,La Yaroa Tropical Restaurant,"Latin American, Seafood",4.570719240761526
21151,21152,Ballyhoos,"American, Burgers, Sandwiches",4.570719240761526
21152,21153,Guadalajara Bar &amp; Grill,"Mexican, Latin American, New Mexican",4.570719240761526
21153,21154,Pier 23 Buffet,"Breakfast and Brunch, American, Sandwiches",4.570719240761526
21154,21155,Blarney Stone Pub (172D S Plaza Trl),"American, Burgers, Sandwiches",4.570719240761526
21155,21156,Central 111 Tapas Lounge,"Latin American, Pasta",4.570719240761526
21156,21157,E eats &amp; grub,"American, Sandwich, Wings",4.570719240761526
21157,21158,Wing King (3644 Virginia Beach Blvd),"Burgers, American, Sandwiches",4.570719240761526
21158,21159,Malbon bro’s corner mart &amp; bbq,"BBQ, American, Burgers",4.570719240761526
21159,21160,Zero's Subs First Colonial (610 First Colonial Rd),"Sandwiches, American, Healthy",4.570719240761526
21160,21161,Chicho's Pizza (Virginia Beach),"Pizza, American, Italian",4.570719240761526
21161,21162,Calz Pizza,"Pizza, American, Italian",4.570719240761526
21162,21163,Casby's Kitchen &amp; Tap,"Burgers, American, Sandwiches",4.570719240761526
21163,21164,Criollos Inc Latin Food,"Latin American, Mexican, Vegetarian",4.570719240761526
21164,21165,Famous Uncle Als HotDogs &amp; Fries,"Burgers, American, Sandwiches",4.570719240761526
21165,21166,Marchese Italian Market,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
21166,21167,Famous Uncle Al's Hot Dogs -- Holland Rd,"Burgers, American, Sandwiches, Chicken, Desserts",4.570719240761526
21167,21168,ILY Pizza (1917 S Independence Blvd),"American, Pizza, Italian",4.570719240761526
21168,21169,Jumpin Shrimp,"Burgers, Seafood, Wings",4.570719240761526
21169,21170,Uhmazing BLT's,"Sandwiches, American, Comfort Food, Family Meals",4.570719240761526
21170,21171,The Big Grill,"Burgers, American, Sandwiches",4.570719240761526
21172,21173,Blvd Bistro,"Breakfast and Brunch, American, Sandwiches",4.570719240761526
21173,21174,Zero’s subs,"Sandwiches, American, Healthy",4.570719240761526
21176,21177,Taqueria Jessy's,"Mexican, Latin American, New Mexican",4.650234482134752
21177,21178,Plaza Azteca -- Laskin Rd,"Mexican, Latin American, New Mexican",4.592524293689414
21180,21181,Zero's Subs (Nimmo),"Salads, American, Vegetarian",4.570719240761526
21185,21186,Pasqually's Pizza &amp; Wings P548 (2699 Lishelle Place),"Pizza, Italian, Wings",4.570719240761526
21187,21188,Central Shore,"Latin American, European",4.570719240761526
21188,21189,Zero's Subs,"Sandwich, Pizza, Sandwiches, American, Wings, Salads, Salads",4.570719240761526
21189,21190,prince tea house,"Coffee and Tea, American, Breakfast and Brunch",4.570719240761526
21190,21191,Zero's Subs,"American, Salads, Sandwiches",4.570719240761526
21191,21192,SoupWorks (638 Hilltop West Shopping Center),"Comfort Food, Healthy, Soup",4.570719240761526
21192,21193,Chicken Sammy's 393 (1088 Nimmo Pkwy),"American, Chicken, Fried Chicken, Sandwich, Burgers",4.570719240761526
21193,21194,Smack Wings (Virginia Beach),"American, Chicken, Wings",4.570719240761526
21195,21196,Market Fresh (757 First Colonial),"American, Sandwich",4.570719240761526
21196,21197,"Hatch House (2608 Horse Pasture Road, Ste #104)","Breakfast and Brunch, American, Sandwiches",4.570719240761526
21206,21207,Duck Donuts (233 Laskin Rd),"Desserts, Donuts",4.570719240761526
21210,21211,Red Robin Gourmet Burgers (1088 Nimmo Pkwy),"American, Burgers, Chicken",4.658724894639376
21211,21212,Five Guys VA-0562 1650 Laskin Rd,"American, Burgers, Fast Food",4.654065133223204
21216,21217,Sonic (3581 Holland Road),"American, Fast Food, Burgers",4.466267024744317
21217,21218,Cracker Barrel Old Country Store (757 Lynnhaven Pkwy),"Burgers, American, Sandwiches, Family Meals",4.521911460964409
21220,21221,Jersey Mike's Subs (561 First Colonial Rd),"Sandwich, American",4.7647286878005
21221,21222,"Noodles &amp; Company (687 Lynnhaven Pkwy, Ste 130)","Healthy, Pasta, American, Italian, Comfort Food, Noodles, Family Meals",4.5932169023931975
21222,21223,Shake Shack (Virginia Beach),"American, Burgers",4.594672868188464
21223,21224,Chick-fil-A (1524 General Booth Blvd),"American, Fried Chicken",4.8129570898606335
21224,21225,McDonald's® (4696 Bonney Road),"Burgers, American, Fast Food",4.523630876815439
21226,21227,Papa Murphy's (3545 Buckner Blvd),Pizza,4.570719240761526
21227,21228,O'Yummy Sushi,"Asian, Japanese, Sushi, Family Meals",4.59429957429179
21228,21229,757 Korean BBQ,"Asian, Korean, Vegetarian Friendly",4.570719240761526
21229,21230,Senses Vegan Comfort Food,"Vegan, Desserts, Sandwiches, Vegetarian, Vegetarian Friendly",4.570719240761526
21231,21232,Biryani Hub,"Indian, Vegetarian, Asian, Indian Curry, Asian Fusion, Comfort Food, Halal, Biryani, Healthy, Group Friendly",4.667434275412521
21233,21234,Taco Bell (540 1st Colonial Rd),"Burritos, Fast Food, Mexican, Group Friendly",4.449150053740353
21234,21235,IHOP (1540 General Booth Blvd),"American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American",4.425078329005909
21236,21237,Rite Aid (1624 LASKIN ROAD STE 750),"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks",4.570719240761526
21240,21241,The Hunt Room,"Burgers, American, Sandwiches, Allergy Friendly",4.570719240761526
21241,21242,MacLove (Virgina Beach),"American, Comfort Food, Mac and Cheese, Pasta, Noodles, Family Friendly",4.570719240761526
21242,21243,Fresh Set 393 (1088 Nimmo Pkwy),"Salads, Vegetarian Friendly, American",4.570719240761526
21243,21244,Yama Sushi Roll House (1485 General Booth Blvd),"Sushi, Asian, Japanese, Family Friendly",4.696529429680996
21245,21246,P.F. Chang's (Virginia Beach),"Chinese, Family Friendly",4.521911460964409
21246,21247,Buffalo Wild Wings (356 Laskin Rd),"wings, American, Burgers, Family Friendly",4.468623233622139
21247,21248,Arby's (757 First Colonial),"American, Sandwich, Fast Food, Kids Friendly",4.374887632794038
21249,21250,753-Bonefish Grill (3333 Virginia Beach Blvd),"American, Seafood, Family Meals, Family Friendly",4.474693702640307
21250,21251,Jade Garden II,"Chinese, Family Friendly",4.521911460964409
21252,21253,Outback Steakhouse (1757 Laskin Road),"Burgers, American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy, Family Friendly",4.449150053740353
21253,21254,Kao Thai,"Thai, Family Friendly",4.732593573660101
21254,21255,First Watch (Lynnhaven),"American, Bacon, Breakfast and Brunch, Family Meals, Family Friendly",4.5913290376480935
21255,21256,Chick-fil-A (877 Lynnhaven Pkwy),"American, Fried Chicken, Group Friendly",4.667434275412521
21257,21258,Beach Bella Pizza II.,"Italian, Pasta, Comfort Food, Allergy Friendly",4.591721231410435
21259,21260,Fuji Hana Sushi,"Sushi, Family Friendly, Group Friendly, Alcohol",4.740195682636577
21260,21261,Tienda Mundo Latino,"Grocery, Healthy, Latin American, Alcohol, Convenience",4.570719240761526
21262,21263,Donnie's Barbecue,"BBQ, American, Family Meals, Alcohol",4.570719240761526
21263,21264,Kolache Factory No. 81,"American, Breakfast and Brunch, Desserts",4.570719240761526
21265,21266,Wings Go- Boiled Seafood- Smoothie,"American, Wings, Chicken",4.570719240761526
21266,21267,Sunnyside Cafe &amp; Restaurant,"Breakfast and Brunch, Sandwich, Salads, Healthy",4.570719240761526
21270,21271,Las Palmas Mexican Restaurant (Hill Top),"Mexican, Vegetarian Friendly, New Mexican",4.590665743889544
21273,21274,Domoishi-Hilltop,"Asian, Ramen, Poke",4.737937816741951
21274,21275,Panera (733 First Colonial Road),"Breakfast and Brunch, salad, Sandwich, Family Meals, Pizza, Healthy, American, Chicken",4.701489935788777
21275,21276,First Watch (Red Mill),"American, Breakfast and Brunch, Juice and Smoothies, Healthy, Family Meals",4.644008772514069
21276,21277,"CAVA (4485 Virginia Beach, Blvd Suite 166)","Dinner, Healthy, Salads",4.8129570898606335
21277,21278,Juice Bar 80/20 (Virginia Beach),"Juice and Smoothies, Healthy, Exclusive to Eats",4.570719240761526
21278,21279,All Around Pizzas &amp; Subs,"Pizza, American, Italian",4.570719240761526
21279,21280,Starbucks (31 Ocean),"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",4.709114933600111
21280,21281,Jelly Ball,"Juice and Smoothies, Breakfast and Brunch, Vegetarian",4.570719240761526
21281,21282,Tropical Smoothie Cafe - Strawbridge Marketplace,"Healthy, Juice and Smoothies, Fast Food",4.780890859854867
21282,21283,Li's No 1 Chinese Food,"Chinese, Asian, Asian Fusion",4.570719240761526
21284,21285,Smokin Joe's Barbecue,"Burgers, American, Sandwiches",4.570719240761526
21285,21286,Smokey Bones (Virginia Beach),"American, BBQ, Comfort Food, Burgers, Chicken, Steak, Wings",4.521911460964409
21286,21287,Molly Ramen•Poke•Tea,"Asian Fusion, Japanese, Healthy",4.66236879091462
21287,21288,Peter Chang (Hampton Roads),"Chinese, Asian, Family Friendly",4.647918069434069
21292,21293,Rite Aid (324 VIRGINIA BEACH BOULEVARD),"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks",4.570719240761526
21293,21294,Sal’s NY Slice Pizzeria,"Pizza, Pasta, Wings, Italian, Sandwich, American, Seafood, Comfort Food, Family Meals",4.658145922632093
21295,21296,Popeyes (812 Lynnhaven Pkwy),"American, Chicken, Family Meals, Fried Chicken, Comfort Food",4.0125816103960155
21296,21297,Mei Zhen Chinese Restaurant (Virginia Beach),"Chinese, Asian",4.661059144693679
21298,21299,Dough Boy's California Pizza (24th St),"Pizza, Sandwich, Salads, Healthy",4.570719240761526
21299,21300,7-Eleven (2610 Pacific Ave),"Everyday Essentials, Grocery, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",4.570719240761526
21306,21307,Wawa 8608 (1700 Virginia Beach Blvd.),"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Grocery, Snacks",4.3557607463166885
21307,21308,Taco Bell (1670 General Booth Blvd),"Burritos, Fast Food, Mexican",4.427354259951613
21312,21313,Wawa 679 (1579 Lynnhave.N Parkway),"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Grocery, Snacks",4.594672868188464
21313,21314,Chili's (4085 Virginia Beach Blvd.),"American, Burgers, Salads, Family Meals, Healthy, Comfort Food, Pasta, Sandwiches, Steak, Wings",4.230865832068184
21314,21315,Chick-fil-A (749 First Colonial Rd),"American, Fried Chicken, Southern, Sandwich, Fast Food",4.667434275412521
21315,21316,Bella gina pizza,"Italian, Seafood, Desserts",4.570719240761526
21316,21317,Tropical Smoothie Cafe - Renaissance Place,"Juice and Smoothies, Fast Food, Healthy",4.665686591068146
21318,21319,Taco Bell (2800 Sabre St.),"Burritos, Fast Food, Mexican",4.693167178919325
21319,21320,Chicken Tender Tribe,"Fried Chicken, Wings, Comfort Food, Family Meals",4.570719240761526
21321,21322,Panda Express (808 Lynnhaven Pkwy),"Asian, Chinese, Family Meals",4.521911460964409
21324,21325,Wawa 694 (2954 Virginia Beach Blvd.),"Salads, Juice and Smoothies, Sandwich, Deli, Convenience, Everyday Essentials, Home &amp; Personal Care, Coffee and Tea, Grocery, Snacks",4.538150295858636
21325,21326,DB’s Wings On The Go,"Wings, Black-owned",4.570719240761526
21326,21327,Market Fresh (4305 Silverleaf Dr),"American, Sandwich",4.570719240761526
21327,21328,Dough Boy's California Pizza,"Pizza, Italian",4.570719240761526
21329,21330,"IHOP (3300 Princess Anne Road, Suite 711)","American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals, Family Friendly",4.691042857574739
21330,21331,McDonald's® (2037 LYNNHAVEN PKY),"American, Burgers, Fast Food",4.594672868188464
21331,21332,Rite Aid (1373 N GREAT NECK ROAD),"Everyday Essentials, Convenience, Home &amp; Personal Care, Snacks",4.570719240761526
21333,21334,Subway (1149 Nimmo Parkway),"Fast Food, American, Sandwich",4.570719240761526
21335,21336,Subway (1508 Atlantic Ave),"Fast Food, Sandwich, American",4.570719240761526
21336,21337,Taco Bell (3209 Holland Rd),"Burritos, Fast Food, Mexican",4.460078554089132
21337,21338,Subway (910 Atlantic Ave),"Fast Food, Sandwich, American",4.570719240761526
21338,21339,McDonald's® (745 N NEWTOWN RD),"American, Fast Food, Burgers",4.460617687102612
21339,21340,Starbucks (660-101 Phoenix Avenue.),"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea",4.658724894639376
21340,21341,Tropical Smoothie Café (2865 Lynnhaven Dr),"Juice and Smoothies, Sandwich, Healthy, Fast Food",4.570719240761526
21341,21342,7-Eleven (1010 Pacific Ave),"Everyday Essentials, Grocery, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",4.570719240761526
21343,21344,7-Eleven (500 22nd St),"Everyday Essentials, Grocery, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",4.570719240761526
21344,21345,Ruby Tuesday (3250 Electric Road),"Burgers, American, Sandwiches",4.570719240761526
21345,21346,Subway (326 Orange Ave),"Fast Food, Sandwich, American",4.570719240761526
21347,21348,Creekside Deli,"Sandwich, Family Friendly",4.570719240761526
21348,21349,Granny’s Grill,"Soul Food, Steak, Chicken, Desserts, Exclusive to Eats",4.570719240761526
21349,21350,Subway (4802 Valley View Blvd Nw),"Fast Food, Sandwich, American",4.570719240761526
21351,21352,El Rodeo,"Mexican, Seafood, Steak",4.570719240761526
21352,21353,Wok N Roll Kitchen,"Asian, Asian Fusion, Cambodian, Korean, Japanese, Chinese, Noodles, Beef Noodles, Chicken",4.570719240761526
21354,21355,Halal lalla grill chicken Kabab &amp; pizza,"Burgers, Sandwich, Chicken",4.570719240761526
21355,21356,Champloo Desserts - College Ave,"Desserts, Ice Cream + Frozen Yogurt, Comfort Food, Exclusive to Eats",4.570719240761526
21356,21357,Long John Silver's (801 Hardy Rd.),"American, Burgers, Sandwich",4.570719240761526
21357,21358,Caribbean Jerk,"Caribbean, Wings, Seafood",4.570719240761526
21361,21362,7-Eleven (3602 WILLIAMSON NW),"Everyday Essentials, Grocery, Convenience, Home &amp; Personal Care, Snacks, Pizza, American",4.570719240761526
21364,21365,7-Eleven (3757 ELECTRIC RD),"Everyday Essentials, Grocery, Convenience, Home &amp; Personal Care, Snacks, Pizza, American, Alcohol",4.5902945291394195
21365,21366,McAlister's Deli (2063 Colonial Avenue),"Sandwich, Salads, Healthy, Family Meals",4.536310297388641
21370,21371,Burger King (4021 Brambleton Rd. Sw),"American, burger, Fast Food",4.570719240761526
21373,21374,Franks Italian Restaurant,"Italian, Pasta, Comfort Food",4.570719240761526
21374,21375,Big belly pizza ,"Italian, Pasta, Comfort Food",4.570719240761526
21378,21379,Szechuan Restaurant,"Asian, Asian Fusion, Japanese",4.5916265471107245
21380,21381,Thai Continental Cuisine,"Thai, Asian, Noodles",4.590545201544701
21381,21382,Chuck E. Cheese (4059 Electric Road),Pizza,4.570719240761526
21383,21384,Honestly Vegan,"Vegan, Sandwiches, Pizza",4.570719240761526
21384,21385,Frank's Italian Restaurant,"Italian, Pasta, Desserts, Sandwiches, Sandwich, Pizza, Salads, Salads",4.570719240761526
21386,21387,Panda Express (4458 Electric Rd),"Chinese, Asian, Soup, Chinese",4.534441533007195
21387,21388,Basil Pizza - Roanoke,"Pizza, Wings, Salads",4.570719240761526
21391,21392,Carrabba's (4822-D Valley View Blvd NW),"Italian, Family Meals",4.590545201544701
21398,21399,CHIKNFRY (Krispy Krunchy Chicken),"Comfort Food, Fried Chicken, Traditional American, Wings, Family Meals",4.570719240761526
21399,21400,Doc's Soul Food,"Soul Food, American, Burgers",4.570719240761526
21401,21402,Canale's Ham &amp; BBQ,"BBQ, American, Burgers",4.570719240761526
21402,21403,Giardino Pizza,"American, Pizza, Sandwich, Italian, Comfort Food",4.570719240761526
21403,21404,The Pirate Sip Barrr,"American, Burgers, Sandwiches",4.570719240761526
21404,21405,Blue Ridge Burrito,"Mexican, Latin American, New Mexican",4.570719240761526
21405,21406,Benny Marconi's,"Italian, Pasta, Pizza",4.570719240761526
21406,21407,Screaming vegan LLC ,"American, Burgers, Sandwich",4.570719240761526
21407,21408,213 Lux Lounge,"Burgers, American, Sandwiches",4.570719240761526
21408,21409,Bobby’s Hot &amp; Cheesy,"Pizza, American, Italian",4.570719240761526
21409,21410,Montano's International Gourmet (3733 Franklin Rd SW),"Pizza, American, Italian",4.570719240761526
21410,21411,Cosmic Wings - Roanoke,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food",4.570719240761526
21411,21412,Emilio's Famous Pizza,"Pizza, American, Italian",4.570719240761526
21412,21413,Salty Lobster &amp; Co,"Burgers, American, Sandwiches",4.570719240761526
21413,21414,Twisted Tenders (4740 Valley View Blvd.),"Chicken, Wings, Sandwiches, Comfort Food, Family Meals",4.570719240761526
21414,21415,Farmburguesa - Vinton,"American, Burgers",4.570719240761526
21416,21417,Lazy Bulldog Bistro,"Burgers, American, Sandwiches",4.570719240761526
21417,21418,Milano’s Pizza,"Pizza, American, Italian",4.570719240761526
21418,21419,Wildflour Cafe &amp; Catering,"Burgers, American, Sandwiches",4.570719240761526
21419,21420,The Green Goat,"Burgers, American, Sandwiches",4.570719240761526
21421,21422,El Rio Mexican Grill,"Mexican, Latin American, New Mexican",4.53587769974327
21422,21423,NU Deli,"Comfort Food, American, Burgers",4.570719240761526
21423,21424,NU Deli (Salem Ave NW),"Salads, American, Vegetarian",4.570719240761526
21427,21428,Papa Johns (1783 Roanoke Road),"Pizza, Wings, Sandwiches, Desserts, American, Traditional American, Fast Food",4.570719240761526
21430,21431,Applebee's (Salem),"Burgers, American, Sandwiches, Family Meals, Comfort Food, Pasta, Salads, Steak, Wings, Burgers",4.570719240761526
21431,21432,FREAKING GOOD PIZZA (1207 Jamison Ave SE),"American, Pizza, Desserts",4.570719240761526
